	id	lemma	sense_id	left	word	right	senses	tagged_left_context	tagged_word	tagged_right_context
910	911	домино	2	, возмужал, а они со своей бессильной дружбой-враждой, с неистребимой страстью к	домино	и жестокой болезнью, с затаенной обидой на мир, который отнесся к ним	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	, возмужать , а они с свой бессильный дружбой-враждый , с неистребимый страсть к	домино	и жестокий болезнь , с затаенный обида на мир , который относиться к они
911	912	домино	2	и реквизитом, принимала участие в подсадке. Кроме цирка, Алекс любил игру в	домино	и увлекался радиоделом. Его клоунская гардеробная напоминала радиомастерскую. Всюду вперемешку с костюмами,	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	и реквизит , принимать участие в подсадка . кроме цирк , алекс любить игра в	домино	и увлекаться радиодел . он клоунский гардеробная напоминать радиомастерская . всюду вперемешку с костюм ,
912	913	домино	2	землей - парковку для машин. Между прочим, в центре Нью-Йорка во дворах в	домино	не играют, там дворов вообще нет. Это слишком дорогое удовольствие.	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	земля - парковка для машина . между прочее , в центр нью-йорк в двор в	домино	не играть , там двор вообще нет . это слишком дорогой удовольствие .
913	914	домино	2	поиск компромисса затянется надолго, для осетин и абхазов, а потом -- по принципу	домино	-- и для России с Белоруссией все может закончится печально. Пока Белоруссия думает,	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	поиск компромисс затянуться надолго , для осетин и абхаз , а потом - - по принцип	домино	- - и для россия с белоруссия все мочь заканчиваться печально . пока белоруссия думать ,
914	915	домино	2	прочной. А вот задача на эту тему. Доска 100x4 полностью покрыта костями	домино	. Можно ли её распилить по одной из линий между вертикалями и горизонталями,	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	прочный . а вот задача на этот тема . доска 100x4 полностью покрывать кость	домино	. можно ли она распилить по один из линия между вертикаля и горизонталя ,
915	916	домино	2	квадратика, во всех случаях получите 11. Можете ли вы из полного набора	домино	составить одновременно семь таких квадратов Не требуется, чтобы сумма очков на одной	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	квадратика , в весь случай получать 11 . мочь ли вы из полный набор	домино	составлять одновременно семь такой квадрат не требоваться , что сумма очки на один
916	917	домино	2	В 7 час. была отслужена всенощная. После обеда читал и поиграл в	домино	. 30-го июня. Воскресенье. Выспался отлично. Во время обедни шел небольшой дождь,	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	в 7 час . быть отслуживать всенощная . после обед читать и поиграть в	домино	. 30-й июнь . воскресенье . выспаться отлично . во время обедня идти небольшой дождь ,
917	918	домино	1	не могли являться на публичных маскарадах иначе как без шпаг и в	домино	или венецианах сверх мундиров; и этому правилу всегда подчинял себя и царь.	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	не мочь являться на публичный маскарад иначе как без шпага и в	домино	или венециан сверхразумный мундир ; и этот правило всегда подчинять себя и царь .
918	919	домино	2	весь набор кажущейся закадычной дружбы: и застолья, и охота, и игра в	домино	в самолете, и совместные поездки на дачу. Но когда министр безопасности преступил	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	весь набор казаться закадычный дружба : и застолье , и охота , и игра в	домино	в самолет , и совместный поездка на дача . но когда министр безопасность преступать
919	920	домино	2	"сменяли друг друга, а то и возникали друг с другом одновременно. ""Принцип"	домино	""" (НТВ) представлял веселенького русского национал-большевика, промахнувшегося помидором в генсека НАТО. И"	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	"сменять друг друг , а то и возникать друг с друг одновременно . "" принцип"	домино	""" ( нтв ) представлять веселенькой русский национал-большевик , промахыпаться помидор в генсек нато . и"
920	921	домино	2	и в госпитале говорили, зал был такой для ходячих, с шахматами и	домино	", и вот таким громадным Шестериков его себе и представлял, этот ""холл"", который"	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	и в госпиталь говорить , зал быть такой для ходячий , с шахматы и	домино	", и вот такой громадный шестериков он себя и представлять , этот "" холл "" , который"
921	922	домино	2	же появилось домино. Какое же казино без домино На фига нам рулетка	Домино	вполне приличная игра, если с умом, с понятием дело поставить. Ставки поставили.	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	же появляться домино . какой же казино без домино на фиг мы рулетка	домино	вполне приличный игра , если с ум , с понятие дело ставить . ставка ставить .
922	923	домино	2	"эфире и формулировать вопросы, после Вашего провала в качестве ведущей телепередачи ""Принцип"	домино	""" Вам стоило бы заняться чем-нибудь более прозаичным, например вести домашнее хозяйство Елена"	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	"эфир и формулировать вопрос , после ваш провал в качество ведущий телепередача "" принцип"	домино	""" вы стоить бы заниматься что-нибудь более прозаичный , например вести домашний хозяйство елена"
923	924	домино	2	персональный санузел с умывальником. Нормальные кровати с постельным бельем. Шахматы, шашки и	домино	. Боже, телевизор! В столовой - холодильник (как написано в новых армейских требованиях, он	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	персональный санузел с умывальник . нормальный кровать с постельный белье . шахматы , шашки и	домино	. бог , телевизор ! в столовая - холодильник ( как писать в новый армейский требование , он
924	925	домино	2	", как ""основной фронт войны с терроризмом"", и если дать этой первой кости"	домино	упасть, то повалятся все, чего допустить нельзя. Они предупреждают, что поражение США	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	", как "" основной фронт война с терроризм "" , и если давать этот первый кость"	домино	падать , то повалляться все , что допускать нельзя . они предупреждать , что поражение сша
925	926	домино	2	"аукнуться    мировой экономике двояко. С одной стороны, это может привести к эффекту    """	домино	""" в странах еврозоны и еще более серьезной второй волне кризиса во    всем"	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	"аукнуться мировой экономика двояко . с один сторона , это мочь приводить к эффект """	домино	""" в страна еврозона и еще более серьезный второй волна кризис в все"
926	927	домино	2	лет назад, когда организовали и провели в Угличе первый чемпионат России по	домино	". Мы уже догадывались, что домино - это не просто ""забить козла"" на природе"	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	год назад , когда организовывать и проводить в углич первый чемпионат россия по	домино	". мы уже догадываться , что домино - это не просто "" забивать козел "" на природа"
927	928	домино	2	"документальные программы о природе, а НТВ накануне отказалось от трансляции передачи ""Принцип"	домино	""". А вот большинство южноуральских телекомпании пересматривать сетку вещания пока не собираются. Решение"	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	"документальный программа о природа , а нтв накануне отказываться от трансляция передача "" принцип"	домино	""" . а вот большинство южноуральский телекомпания пересматривать сетка вещание пока не собираться . решение"
928	929	домино	2	"площади. ""Родня Зураба"" сушит белье, варит плов, делает шашлык, мужчины стучат в"	домино	. До тех пор, пока не появляются актеры-опера в сопровождении настоящих убоповцев.	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	"площадь . "" родня зураб "" сушить белье , варить плов , делать шашлык , мужчина стучать в"	домино	. до тот пора , пока не появляться актер - опера в сопровождение настоящий убоповец .
929	930	домино	2	"обратной силы, законам. Любая новая попытка пересмотра границ повлечет за собой ""эффект"	домино	""". При всех возможных (и справедливых) оговорках мир стал более гуманным, и этим"	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	"обратный сила , закон . любой новый попытка пересмотр граница влечь за себя "" эффект"	домино	""" . при все возможный ( и справедливый ) оговорка мир становиться более гуманный , и это"
930	931	домино	2	зараженную бациллами воду (ведь, все и пошло с этой ночи: ужасное предложение,	домино	и вот...). Вот: Николай Аполлонович стоял, согнувшись так низко, продолжая читать записку	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	заражать бацилла вода ( ведь , все и пойти с этот ночь : ужасный предложение ,	домино	и вотинский . . ) . вот : николай аполлонович стоять , сгибаться так низко , продолжать читать записка
931	932	домино	2	надевал на себя полосатую пижаму, играл с попутчиками в шашки или в	домино	, со смаком обгладывал каркас курицы, прихлебывая, пил чай стакан за стаканом, слушал	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	надевать на себя полосатый пижама , играть с попутчик в шашки или в	домино	, с смак обгладывать каркас курица , прихлебывать , пить чай стакан за стакан , слушать
932	933	домино	2	между завтраком и обедом опять пил разные напитки, играл на бильярде, в	домино	или в карты, целыми часами сидел у кафе на тротуаре с газетой	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	между завтрак и обед опять пить разный напиток , играть на бильярд , в	домино	или в карта , целый час сидеть в кафе на тротуар с газета
933	934	домино	2	еще толком не знали. Домино - это вам не дуйбол Активнее всего спортивным	домино	сейчас занимаются в Петербурге. Три года назад здесь появилась федерация, и прошло	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	еще толком не знать . домино - это вы не дуйбол активный все спортивный	домино	сейчас заниматься в петербург . три год назад здесь появляться федерация , и проходить
934	935	домино	2	выше носа -- не до того... А вышел на пенсию, -- что делать, в	домино	"играть.. Я бы тому, кто домино придумал, на памятнике написал: ""Изобретателю наилучшего"	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	высоко нос - - не до то . . . а выходить на пенсия , - - что делать , у	домино	"играть . . я бы то , кто домино придумывать , на памятник писать : "" изобретатель наилучший"
935	936	домино	2	из одной части, проходящей через 62 поля, цвета которых чередуются. Разместив кости	домино	вдоль этой линии, мы покроем всю оставшуюся часть доски. Если вырезанные поля	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	из один часть , проходить через 62 поле , цвет который чередоваться . размещать кость	домино	вдоль этот линия , мы покрой весь оставаться часть доска . если вырезать поле
936	937	домино	2	друг на друга. Получились столы. Как в настоящем казино. Тут же появилось	домино	. Какое же казино без домино На фига нам рулетка Домино вполне приличная	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	друг на друг . получаться стол . как в настоящий казино . тут же появляться	домино	. какой же казино без домино на фиг мы рулетка домино вполне приличный
937	938	домино	2	"Робски и Юлии Бордовских. Скорее всего, новый проект займет свято место ""Принципа """	Домино	""", а Елена Ханга и Дана Борисова переедут на менее выгодное время. - Не"	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	"робска и юлия бордовских . скорее все , новый проект занимать святой место "" принцип """	домино	""" , а елена ханга и дан борисов переехать на менее выгодный время . - не"
938	939	домино	2	рынке ценных бумаг. По мнению Осадчего, Банк проектного финансирования стал жертвой эффекта	домино	, порожденного отзывом лицензии Мастер-банка. -- Набег вкладчиков обескровил банк, лишил его ликвидности	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	рынок ценный бумага . по мнение осадчий , банк проектный финансирование становиться жертва эффект	домино	, порождать отзыв лицензия мастер - банк . - - набег вкладчик обескровливать банк , лишать он ликвидность
939	940	домино	2	любая граничная линия между вертикалями и горизонталями пересекала хотя бы одну кость	домино	 Как покрыть доску, показано на рисунке. Мы получили так называемую прочную доску.	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	любой граничный линия между вертикаля и горизонталь пересекать хотя бы один кость	домино	как покрывать доска , показывать на рисунок . мы получать так называть прочный доска .
940	941	домино	2	"теперь вот вклад ""Дерека и Домино"". ""Мелоди Мейкер"" озаглавил свою рецензию """	Домино	"без единого пятнышка выигрывают вчистую"", однако сама рецензия была довольно тоскливой по"	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	"теперь вот вклад "" дерек и домино "" . "" мелодя мейкер "" озаглавить свой рецензия """	домино	"без единый пятнышко выигрывать вчистую "" , однако сам рецензия быть довольно тоскливый по"
941	942	домино	2	себя. Такие занятия формируют воображение, фантазию, тренируют мелкую моторику. А игры в	домино	или кубики помогут выучить алфавит, цифры, названия деревьев и зверей. НO: В	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	себя . такой занятие формировать воображение , фантазия , тренировать мелкий моторика . а игра в	домино	или кубик помогать выучивать алфавит , цифра , название дерево и зверь . нo : в
942	943	домино	2	достиг    уже 120% ВВП. Неужто и правда в еврозоне начался своеобразный эффект	домино	, который,    как неоднократно обещали эксперты, легко может перерасти во вторую волну    кризиса	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	достигать уже 120 % ввп . неужто и правда в еврозона начинаться своеобразный эффект	домино	, который , как неоднократно обещать эксперт , легко мочь перерастать в второй волна кризис
943	944	домино	2	корпусе, институте и приюте. В 7 час. покинул Новочеркасск. Вечером поиграл в	домино	. 6-го декабря. Суббота. В 10 час. приехал в Воронеж, принял представляющихся	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	корпус , институт и приют . в 7 часяча покидать новочеркасск . вечер поиграть в	домино	. 6-го декабрь . суббота . в 10 часяча приезжать в воронеж , принимать представляться
944	945	домино	2	кают-компании. Затем дочери танцевали и играли в нижн. салоне, а я занимался	домино	в каюте Алексея. Вечером сразу задул с гор очень свежий N и	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	кают-компания . затем дочь танцевать и играть в нижнаш салон , а я заниматься	домино	в каюта алексей . вечер сразу задуть с гора очень свежий n и
945	946	домино	2	. Воен. Мин. Читал и писал до обеда. Вечер стоял чудный. Играл в	домино	. 13-го июня. Суббота. Ночь была прохладная и весьма приятная для сна.	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	. воен . мин . читать и писать до обед . вечер стоять чудный . играть в	домино	. 13-й июнь . суббота . ночь быть прохладный и весьма приятный для сон .
946	947	домино	2	После обеда обычное	домино	. 18-го июня. Вторник. Очень жаркий день с порывистым О-м. Сделал	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	после обед обычный	домино	. 18-й июнь . вторник . очень жаркий день с порывистый о-й . делать
947	948	домино	2	голос Сидорова: -- Ах, ты сволочь, руки выкручивать!!!... *** Два дистрофика. -- Давай в	домино	поиграем! -- Да ты что, опять эти плиты таскать. *** Осень. Листопад. Дистрофик	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	голос сидоров : - - ах , ты сволочь , рука выкручивать ! ! ! . . . *** два дистрофик . - - давать в	домино	поиграть ! - - да ты что , опять этот плита таскать . *** осень . листопад . дистрофик
948	949	домино	2	"домино"". Наконец: ""Четвертое октября. Население слободы И. единодушно бежало пред явлением"	домино	": составляется ряд протестов; в слободу вызвана Усская сотня казаков""."	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	"домино "" . наконец : "" четвертый октябрь . население слобода и. единодушно бежать перед явление"	домино	": составляться ряд протест ; в слобода вызывать усский сотня казак "" ."
949	950	домино	2	кружки и полная миска какой-то каши ... -- Не хотите ли сыграть в	домино	 -- сказал Андрей Михайлович , дружелюбно разглядывая меня . -- Если у вас есть	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	кружка и полный миска какой-то каша . . . - - не хотеть ли сыграть в	домино	- - сказать андрей михайлович , дружелюбный разглядывать я . - - если у вы быть
950	951	домино	2	"мыло""). Оно появилось в Европе, куда домино завез венецианец Марко Поло. Название """	домино	""" произошло от сочетания белого и черного цветов. ""Домино"" - французское слово. Так называли"	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	"мыть "" ) . оно появляться в европа , куда домино завез венецианец марко поло . название """	домино	""" происходить от сочетание белый и черный цветы . "" домино "" - французский слово . так называть"
951	952	домино	2	домино В московском ресторане Dolce Cafe прошел первый московский женский турнир по	домино	"""Коза 2012"". В дальнейшем соревнование будет ежегодным. Любое -- как поверхностное, так и"	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	домино в московский ресторан dolce cafe проходить первый московский женский турнир по	домино	""" коза 2012 "" . в дальнейший соревнование быть ежегодный . любой - - как поверхностный , так и"
952	953	домино	2	". Есенин. Нас, молодых, выдвигавшихся тогда поэтов из Пролеткульта, пригласили читать стихи в """	Домино	""". Есенин тогда гремел и сверкал, и мы очень обрадовались, узнав, что и"	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	". есенин . мы , молодой , выдвигать тогда поэт из пролеткульт , приглашать читать стихи в """	домино	""" . есенин тогда греметь и сверкать , и мы очень обрадоваться , узнавать , что и"
953	954	домино	2	, он в конце вечера ушел с аукциона поклоннику фильма. Гости резались в	домино	", подпевали ""велюровским"" куплетам и соревновались на лучшее знание крылатых фраз из фильма."	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	, он в конец вечер уходить с аукцион поклонник фильм . гость резаться в	домино	", подпевать "" велюровский "" куплет и соревноваться на лучший знание крылатый фраза из фильм ."
954	955	домино	2	"дома"" и выпуска ""Страны советов"", поменял на более нейтральную тему ток-шоу ""Принцип"	домино	""", в котором обсуждался синдром хронической усталости. Также руководство четвертой кнопки увеличило вечерний"	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	"дома "" и выпуск "" страна совет "" , менять на более нейтральный тема ток -шоу "" принцип"	домино	""" , в который обсуждать синдром хронический усталость . также руководство четвертый кнопка увеличивать вечерний"
955	956	домино	2	, найдётся хотя бы одна линия, по которой можно распилить доску, не задевая	домино	. Вывод: доска 100 х 4 непрочная. Теперь выясним следующее. Является ли доска	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	, найтись хотя бы один линия , по который можно распилить доска , не задевать	домино	. вывод : доска 100 х 4 непрочная . теперь выяснить следующий . являться ли доска
956	957	домино	2	- В	домино	с Брежневым Юрий Владимирович не играл - С Леонидом Ильичом не играл, но	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	- в	домино	с брежнев юрий владимирович не играть - с леонид ильич не играть , но
957	958	домино	2	Речь идет об эффекте ядерного	домино	. Ну, вот вам и моя ежегодная колонка о нераспространении ядерного оружия. Если	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	речь идти о эффект ядерный	домино	. ну , вот вы и мой ежегодный колонка о нераспространение ядерный оружие . если
958	959	домино	2	"в другую кредитную организацию. ""В результате на банковском рынке может начаться эффект"	домино	, -- полагает Павел Медведев. -- Я считаю этот законопроект вредным и буду голосовать против	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	"в другой кредитный организация . "" в результат на банковский рынок мочь начинаться эффект"	домино	, - - полагать павел медведев . - - я считать этот законопроект вредный и быть голосовать против
959	960	домино	2	В 6 час. пошел ко всенощной. После обеда занимался и поиграл в	домино	.	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	в 6 часяча пойти к всенощная . после обед заниматься и поиграть в	домино	.
960	961	домино	2	прошлый раз мы проиграли, потому что африканцы грубо нарушили правила игры в	домино	: они играли трезвыми! - пояснил нам ветеран российской сборной депутат Леонид Маевский. Судейская	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	прошлый раз мы проигрывать , потому что африканец грубо нарушать правило игра в	домино	: они играть трезвый ! - пояснять мы ветеран российский сборная депутат леонид маевский . судейский
961	962	домино	2	"в определенных условиях превысить возможности ""большой энергетики"". Ситуация способна развиваться по принципу"	домино	. Начнет проваливаться регион за регионом. А если все это придется на самый	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	"в определенный условие превышать возможность "" большой энергетика "" . ситуация способный развиваться по принцип"	домино	. начинать проваливаться регион за регион . а если весь это приходиться на самый
962	963	домино	2	. Все они уже, кроме Женьки, собрались на месте и теперь резались в	домино	в ожидании отправления. Рядом стояли составленные в пирамиду стволами вверх выданные им	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	. весь они уже , кроме женька , собираться на место и теперь резаться в	домино	в ожидание отправление . рядом стоять составлять в пирамида ствол вверх выдать они
963	964	домино	2	"разного цвета. Всегда ли можно покрыть доску с двумя ""дырками"" 31 костью"	домино	 Ответ: всегда. Чтобы доказать это, проведём на доске замкнутую линию. Если вырезаны	1 - Маскарадный костюм в виде широкого плаща с рукавами и капюшоном; человек, одетый в такой костюм.; 2 - Настольная игра	"разный цвет . всегда ли можно покрывать доска с два "" дырка "" 31 кость"	домино	ответ : всегда . чтобы доказывать это , провести на доска замыкать линия . если вырезать
