id	lemma	sense_id	tagged_left_context	tagged_word	tagged_right_context	senses
1867	image	2	in such a world , individuality be never a prize characteristic , and an attempt in the early 1980 to remove the one remain individualizing feature the shoulder numeral or collar number be correct reject by civilian as a structural move towards an even great anonymity . as reiner ( 1980 ) suggest , the riot gear in which the police be increase see , with shield , visore helmet , knee - length boot , and flame - proof overall , enhance they avenge appearance . i suspect it be no accident the politics of the time seem to parallel the grow toughness of the police	image	, or that the police have take on an increase resemblance to the black - clothed enemy of goodness who sprinkle the popular science fantasy film such as star war , superman , and the like . in this mass cultural replay of the eternal dichotomy between good and evil , the use of high symbolic black uniforms as an indicator of anonymous evil predominate . within the separate police force , the nuance of uniform difference be always embroider by real polise to produce symbolic boundary from which to assess other uniform wearer .	None
1868	image	2	it always come out different anyway . ok , say marina , this be i version of psychoanalysis . self -	image	and so on . come on , boy and girl , drink up . they move into a circle .	None
1869	image	3	look at a particular point on the wall in front of you and try to relax . breathe slowly and rhythmically , press the tip of you tongue against the back of you upper front tooth . select a relax	image	, such as a sparkle brook or a littrestle ocean . try to hear the sound of the water , feel it wetness against you skin and visualise it littrestle movement . if you econcentrat hard enough , you mental activity will slow down .	None
1870	image	2	but sure it be right to warn the people , to make they feel they plight . it be a time for fierce tactics , not for scruple . but the scruple would spaw in he head , give a cynical taint to he	image	of he . he sigh tired , as though he have be work for a full day with stone and timber , and try to listen to james menzy , who be well away , drink whisky with allan and simmer with the news from the west , where the list have be tear down from the church door at fortingall and kenmore , and from blair atholl : the duke 's factor have have to meet a crowd of much than a thousand and the duke have sign a paper swear not to impose the act . james seem in a fever .	None
1871	image	1	the fewer also to provide food . how to balance out this factor they eye follow thy bird as it	image	shrink and lose it in space . all around they the shoulder of the hill be brown by the fading of the heather , dul by the weaken sunshine , they expans turn dusty - blank as though a great grinding have sift down on they , decade of labour and hardship , and leave they blind . a desert , menzy think , a wilderness where you might just manage to survive for forty day and forty night , especially if there be an angel at hand to minister to you .	None
1872	image	3	no good to say that strathtay be not ready for they . if they have say this about the paris workman , louis would still be on the throne through all the turnings of he thought one	image	dog he colberg 's face , so sharply car , he eye a wee bit slant at the corner , he nostril cut on a long shallow curve , he forehead not round but angle above the glossy black hair at the outside end of he eyebrow . a professional cavalier , who enjoy excell at the game of soldier , who give he order with the perfect authority of a corp who drill have be temper by a score of successful war , a hundred victory , a million unsung deaths . they prepare cameron for he appearance in the high court of justiciary by one final interview , a dry recapitulation of what have be say before , with the slightest of hint that it would go well for he if he divulge something about the unite scotsmen , who evidently still prey on they mind .	None
1873	image	2	leonard cohen be a man of medium height , five - foot , eight - inch ( 173 cm ) ; lean , with a rug , world - weary face . he look like a man who should be heavy than he be , and one soon realise that an iron discipline keep it that way . he enjoy he food and wine , but disallow it enjoyment to distort the	image	which be important chiefly to he , and then to he public . he be frequently describe as have the stoop of an age crop - picker and the face of a curious little boy which may have be true 30 year ago , but now belong to the discard - tray with other caricature : caricature , as oscar wilde observe , be compliment that mediocrity pay to genius . grey a little at the temple , leonard unconsciously confirm why he be labell one of canada 's sexi man , a handsome and elegant man with dark eye ( they be say to be green , but that never show in the light of montreal , nor in it wintry sunshine ) .	None
1874	image	3	from now on he be an enthusiastic convert ; a propagandist , indeed . word as discovery poetry be	image	s wrapp up in rhythm . sir stephen spender the poem be the place where occasion be exhausted , where opportunity be use up .	None
1875	image	3	omitt he radical change of direction ( i.e . of subject ) in he second year , it represent a demand of surrealist proportion , especially when one consider that alongside this he be read french , latin , mathematics , philosophy and history . he task , one of unend and heady excitement , be now well and truly under way ! little wonder that he sometimes give the impression of inattentiveness in class ; he be inebriate in a world of letter , engulf by an avalanche of idea and	image	s , form and metre , essay and critique : a fast - change , provocative kaleidoscope which take he already well - stock and fertile mind to fresh height . paradise it be not ; but at little it resemble something like it antechamber . he plunge he into all this and very , avid read everything that come he way ; especially poetry , and not little spanish , chinese and japanese poet in translation , but chiefly that of federico garia lorca and w.b . yeat , of who he muse , i love yeat ; he connection ( such an important code - word with leonard ! ) he rhythm .	None
1876	image	2	layton descri the four thing which stand out in leonard , which give he the confidence to work as he do , and promote he work : the strong tradition of learn ; the business entrepreneurship of he family ; the broad philanthropy/charity which hall - mark it ; and , lastly , the self - awareness that come from be a cohen not understand as class - distinction , but from the high symbolism of the priest and he role . this latter be particularly interesting . it be raise by dudek in somewhat different form when he say that leonard always have an	image	of he as a rabbi . we be talk of two very perceptive man who mty be perception ; and they recollection of leonard at this young age , he late teenage year . layton put it somewhat differently when he add that the two great quality a young write have be he arrogance and inexperience , and on another occasion he pick out the twin characteristics of precocity and independence .	None
1877	image	2	he , like he uncle , be a cohen , with a rank and a call . but , for all they excellence , he do not like , he could not agree with , what he see . he self -	image	and he idealism be be threaten at the anvil of reality . he continue : no , he uncle be not grave enough .	None
1878	image	3	for she intelligence , beauty and charm he have the high admiration ; it evoke a poem party at hydra : for marianne . she be the sort of woman to evoke poem , from leonard not little , and lastingly . the spice - box be delectable in it fragrance , chagallian in it rich mixture of	image	s and response . as leonard express it in the poem which in title and texture counterbalance the title of the book : out of the land of heaven down come the warm sabbath sun .	None
1879	image	3	as i shall explain in the next section , this earlier privilege of intellect be intimately connect with resistance to nominalism , and , in the seventeen century nominalism triumph . the emphasis on the mentality and immateriality of sense experience be associate with the denial that there be anything special about intellect . even whilst develop the modern immaterialist notion of consciousness , the eighteen - century empiricist and other be attack the dignity of intellect and assimilat it to sensory activity by treat thought as mere	image	s . as well as be a defence of mind , therefore , the early modern philosophy , through it nominalism , be also an attack on it . and , in certain important respect , the general form of this attack be preserve in contemporary physicalist theory .	None
1880	image	1	( see the discussion of this development elsewhere in this book , particularly chapter 4 and 7 . ) and it have lead to the introduction of new technology for the direct investigation of the relationship between brain , behaviour and external event , the subject of the present chapter . much current procedure for recorde the electrical activity of the brain , or produce radiographic	image	s of the live human brain , or investigat the accuracy and time of behaviou be dependent on comput capacity which be not available twenty year ago . but many of the technique which computer be enabl we to exploit be not new . by 1875 , the liverpool physiologist richard caton have detect tiny fluctuation in voltage present on the surface of the brain or scalp of monkey , cat and rabbit .	None
1881	image	1	so again , laboratory technique be afford scientist a glimpse of they subject 's mental life . the brain be not only an electrical machine , it also have a physical and chemical structure and this too be now be monitore in the live brain . by use computer to integrate the information from a large number of different viewpoint round the skull , it be possible to visualize the appearance of a slice through the brain and build up a full three - dimensional	image	. the view medium can be x - ray , as in computerize tomographic ( ct ) scan ; magnetic resonance of atomic nuclei , as in nuclear magnetic resonance ( nmr ) scan ; or emission from radioactive labell substance incorporate into the structure of nerve cell as in positron emission tomographic ( pet ) scan . this obviously have considerable clinical value for localize and identify area of brain abnormality , but they also enable area of activity in the normal function brain to be picture .	None
1882	image	1	the view medium can be x - ray , as in computerize tomographic ( ct ) scan ; magnetic resonance of atomic nuclei , as in nuclear magnetic resonance ( nmr ) scan ; or emission from radioactive labell substance incorporate into the structure of nerve cell as in positron emission tomographic ( pet ) scan . this obviously have considerable clinical value for localize and identify area of brain abnormality , but they also enable area of activity in the normal function brain to be picture . the resolution of this picture be still relatively coarse and they produce only a stationary	image	at a single moment in time . nevertheless , they have demonstrate activity in the visual area during an image task , in the language area during a verbal task and even , on one - occasion , in the high visual area of a schizophrenic patient who subsequently report that he have be hallucinat . remarkable as this observation be , they be currently only confirm what be know already about localization within the brain .	None
1883	image	6	she lie on she bed for hour lead righteous riot of millhand against languid tophatted fop or hardface bowlerhatted man of iron and steel . harriet , she regret soft , i have no answer for you . harriet , you cornfield be the spit	image	of the one at home . she remember the way the sun would sink down as the combine slice out the last rank of the wheat . rabbit would dash out of they lose darkness , and the village boy would chase they with stick and yell , careful not to get in front of the two who have the gun .	None
1884	image	5	she feel imperialize , that everything familiar to she be be disturb , the peace be be disturb , and that we way of tell ( form ) and what we have to tell ( contend ) be simply not something that should be on an agenda of any kind . which be intereste because here the three of we be , think about what it mean to belong somewhere , what it might mean to belong to this idea call theatre . and we be discover that we be not interested in explor the fi point of alienation with tea cuppery , but that the theatre can be a bridge of bone between sickness and health that we language will somehow always be on the edge of poetry and that	image	and metaphor be we natural tool they good express whole world and history in collision with each other . why do not you just talk straight - madam mosely sucks a mint with vigour . when the kurd talk to he mother in teheran from the telephone in the common room , he can hear bullet be shoot just outside she front door , and we hear he tell she to take the phone away from the window .	None
1885	image	2	when it be time for they to go , she roll up the carpet full of soil and put it in she bedroom . late on she teach she grand - daughter how to sew , how to make tripe , and she teach she politics . annie , now in she thirtie , talk about what be work class means in term of self -	image	and wor . of how there be no accurate contemporary representation of she life , only this heritage stuff about happy agricultural labourer with straw in they mouth , or chirpy cockney eat winkle . she say she need to gather up , in she post - modern skirt , all the creative , affirmative , intellectual part of she childhood ; she need to know how she folk survive , and when she look for they in england , on tv , at the theatre , in art gallery , in advertise , they be invisible .	None
1886	image	1	when question about the contradiction between he enormous lecture fee and he suppose inter in the disenfranchised , avele reply , well , it be english you know , quite english . when eleanor leave , the statue of liberty have just be unveil in new york harbour . icon for future paperweight , imitation foam tiara , and torch cover with foam flame , an	image	to be print on bumper sticker , t - shirts and sweatpant , some of which , through donation , will find they pass out by evangelical missionary in central america one hundred year after the unveiling . but in 1886 , when eleanor marx sail back to england , the statue be a symbol in it infancy , a giant thing , a gift from france , construct in part and ship across the atlantic . if you walk litte from the telephone bar and grill , you arrive at the block where eleanor marx stay when she come to new york .	None
1887	image	2	what price the future by john parson ( daily telegraph ) seldo have philippe chatrier , a man renown for he forthright view , especially whenever he have feel the advancement or the	image	of tennis be at risk , be quite so outspoken blunt , as in he final presidential newsletter he issue before ende he 14 year reign in charge ( which refer to in last month 's column ) at the international tennis federation . the focus of what could be see as a heartfelt cry for commercial sanity to be restore to the sport centr upon one simple but now all - consume issue money ! make no mistake , he warn , money be now a cancer in the game .	None
1888	image	3	i grandfather have always take a keen interest in i work , and i have an equal admiration of the storie of he time spend in burma during the second world war . therefore it seem fit that as a tribute to he and he comrade i produce a sculpture with this tool . the strongest	image	i get from he storie and subsequent research be of the oppressive jungle and heat in which the soldier fight . they give the colloquial name of chindit . particular unit who operate for long period at a time in the jungle become so adeep in they surrounding they become know as green ghost .	None
1889	image	2	markete too underwent a revolution ; old name the tournament at paddington , the golden frame at sheffield be out , while in come the snappy new quicksnack or station tavern that proudly proclaim a new	image	nationwide . everywhere , too , customer be find much nicer thing to eat . sandwich nearly 7 million sold on station in 1985 lose they curly image ; the new order be tuna cucumber , salami coleslaw , or blt bacon , lettuce and tomato . the immediate success of this filling , and the brown bread they come in , reflect john bull 's broaden palate . as the 1980 progress , season traveller observe that the offering of railway station , airport and motorway service area be grow very and very alike .	None
1890	image	2	an even very excit development be trailertrain , comprise a special profiled road trailer which could be loade on to railway bogy , again without the need for fixe equipment at the transfer location . final , one of the good keep secret of the decade until it unveil in 1988 be the redland self - discharge aggregate train , a permanent coupled set of hopper wagon with a conveyor belt run underneath and a special unload vehicle at one end . railfreight petroleum 's new	image	. refurbish class 37/7 no 37888 petrolea pass stratford with the 09.22 micheldeverripple lane empty tank train on 3 november 1988 . the highcapacity wagon would be work to one of the refinery at thames haven .	None
1891	image	3	all brewer use the female hop but lager brewer want seedless one while ale producer need fertilise variety with they much robust and earthy bitterness . english hop be now busily develope the export trade and be help grower to produce seedless variety which mean wage war on the hapless and horny male hop . you have get to get rid of the male , david gardner say with such fierce determination that he conjure up an	image	of concentration camps for male hops in remote part of kent . it be no good one neighbour try to grow seedless if next door he neighbour have see hops blow poll over the fence . but before you rush to form the male hop liberation front , the little devil be still much in demand .	None
1892	image	1	some shot , particularly the front and rear cover of the book , be quite stunn . but other be less impressive and i wonder how and why they make it through to the final selection . the chapter on annapurna contain several	image	s which i feel be well below the overall standard . perhaps they have lose something in the print , but the reader will never know . if you be look for a picture book on nepal for a present or a memento of a trip then this be certainly as good as , if not good than , many of it rival .	None
1893	image	1	the various viewpoint and they approach walk be entertainingly descri in the author 's competent , easy to read style and contain anecdote , useful information about the legend , history and geology of the area along with other fascinating disclosure . the length of the outing vary from a gentle stroll to long mountain day , detail of which be show on map in the now familiar pen and ink style of mark richards . the inclusion of john cleare 's name on the book cover usually guarantee quality photograph , and the colour and atmospheric black and white	image	s be no disappointment . let 's face it , it be usually good photograph that attract walker to a specific place and often convey far much than word can . after see the picture of scafell massif take in even sunshine from the summit of yewbarrow , i could not help wishing i will be there .	None
1894	image	4	and recall kafka on incidental madness in dostoevsky ; it be not just the child who svidrigailov terrifies . ) raskolnikov be not with we either , but in the novel 's final text he could not have do or say any of the thing i have just mention . even he way of throw he money about , what he have of it , be immediately distinguishable from svidrigailov 's , while with both of they money be the very	image	of mere impute and therefore reversible value in a loose - end world : you to the right and i to the left , or the other way round if you like . cocoon in false - napoleonic narcissism he read about he own deed in the newspaper . he go in for a sort of hall - of - mirror self - impersonation , tell people how he would have do the murder if he have do it ( which he have ) .	None
1895	image	3	she have do something , something on a different plane from make a toy church or pipp a social rival at the post or committ a mindless atrocity . she action be unquestionable deedy ; they bear no theoretical burden , unlike kirillov 's suicide ; they run deep while she be on the job than the paper person in she , and they make a rigid , final oppose of the profane midwife and the god - seek husband academic and quite inadequate to the novel . nor do it get we anywhere to learn from anna dostoevsky 's memoir that the story of the frantic shatov , where phras seem inevitable and	image	s unsotch it do not help to be tell by the novelist 's widow that this flawless page lean heavily on he own behaviour while they first child be be bear . it be all a question of what a write can use , what the work in hand will let he use . for example , there be a minor character in the possessed , a quarrelsome eccentric lady , and she believe lake geneva give people toothache .	None
1896	image	1	the team , lead by professor michael rowan - robinson of queen mary and westfield college , university of london , include astronomer from cambridge , oxford and durham universitie as well as qmw , and from caltech , pasadena and charlottesville , virginia . they discover the object with the uk 's 4.2m william herchel telescope ( wht ) on la palma in the canary on the last night of a 40 - night observe campaign , study very faint source detect by the iras infrar astronomical satellite with optical ground - base telescope . subsequently the team obtain	image	s of this mysterious object with the 200in mt palomar telescope and the wht . it be slight fuzzy and presumable a distant galaxy . the spectrum be that of a very distant galaxy with redshift of 2.3 ( spectral line shift in wavelength towards the red by 230 % ) .	None
1897	image	1	obviously there be a price to be pay in hold the liquid helium temperature . but the group be convince that it be only a matter of time before someone discover superconduct semiconductor that will work at the economically viable temperature of liquid nitrogen . optical	image	of ira f10214+4724 take with the mt palomar telescope . ellipse show the estimate location of the infrar source . f if the high redshift galaxy .	None
1898	image	1	to save or transfer drawing make on cad system ; to save or transfer	image	s from computer art system , scanner , or acquire from a camera ; to control advance printer ;	None
1899	image	1	a high - level approach , sometimes refer to as a draw description or vector file , or meta file ; a low - level approach base upon the pixel information use to display a digital	image	, sometimes refer to as bit map , raster base , or image file . draw description file the main application of this file be in cad .	None
1900	image	1	this be exactly the kind of picture which we might want to save from a screen paintbrush job ; lovely blend of colour , subtle shade and shape , and not a straight line anywhere .	image	s capture from tv , send back from space , or very prosaically produce by a document scanner , be likely to fall into the same category . for this type of picture the bit image file come into it own . the picture be write to file in term of pixel , individual spot of light or ink which , in suitable large number , create the picture . in some cas a bit image be little much than a memory dump of video ram .	None
1901	image	1	for this type of picture the bit	image	file come into it own . the picture be write to file in term of pixel , individual spot of light or ink which , in suitable large number , create the picture . in some cas a bit image be little much than a memory dump of video ram . video rbe like many memory , be usually organise in 8 - bit wide word , or byte , but interpret in a bit orient manner . fig . 4 show the first few byte of video ram , with address run from the base address upwards .	None
1902	image	1	this be illustrate in fig . 6 , show typical map from the start of the four bit plane base address and the first line of pixel on the screen . the main body of a bit	image	file consist of data byte with bit mapp similar to fig 3 to 5 . bit image file normal have a fix format header give general information about the file and it format . one way to handle different bit map scheme be to include in the header detail such as the number of bit plane , bit per pixel , pixel per scan line , and the number of scan line . this low level pixel orient approach obviously make sense for complex image with no formal structure , such as budgerigar .	None
1903	image	1	bit	image	file normal have a fix format header give general information about the file and it format . one way to handle different bit map scheme be to include in the header detail such as the number of bit plane , bit per pixel , pixel per scan line , and the number of scan line . this low level pixel orient approach obviously make sense for complex image with no formal structure , such as budgerigar . it do , however , have it drawback . one be length .	None
1904	image	1	since data compression rely on redundancy in the information to be compress , performance be affect by the nature of the data . there be various method which can be use for computer file ( see box get quart into pint pot ) . run length limitation ( rll ) be probably the much common for bit	image	file , although the lzw algorithm be also in use . in the future , compression use technique from digital tv , or base on fractal theory , could become important . another problem be compatibility .	None
1905	image	1	in the future , compression use technique from digital tv , or base on fractal theory , could become important . another problem be compatibility . while a cad transfer file can describe object with the accuracy of float point number , a bit	image	file be restrict to a digitise process . far from be device neutral , the image file be usually code in a way which reflect the device which first produce it . how should it handle transfer between different resolution	None
1906	image	1	another probley be compatibility . while a cad transfer file can describe object with the accuracy of float point number , a bit	image	file be restrict to a digitise process . far from be device neutral , the image file be usually code in a way which reflect the device which first produce it . how should it handle transfer between different resolution at first sight the obvious answer might be to convert all image to some enormously high resolution which would satisfy any possible requirement .	None
1907	image	1	far from be device neutral , the	image	file be usually code in a way which reflect the device which first produce it . how should it handle transfer between different resolution at first sight the obvious answer might be to convert all image to some enormously high resolution which would satisfy any possible requirement . mature reflection say two second make this less attractive . however high you choose this super resolution , the day will come when it be not enough .	None
1908	image	1	however high you choose this super resolution , the day will come when it be not enough . another point be that it would make much bit	image	file far long than necessary . the good scheme , by far , be to do what be normal do , ie . , write a bit image file in term of the resolution available at the time it be create . if you want to display it on a device with different resolution , you have the follow option :	None
1909	image	1	if you want to display it on a device with different resolution , you have the follow option : if the new resolution be great than the original , you can show you entire	image	at it original resolution in part of you new display device , ie . , in a window of it . if you want to , you can expand it to fill the complete display by use a suitable expansion algorithm .	None
1910	image	1	if the new resolution be little than the original , you can show part of the original at full resolution , and pan it around if appropriate , or compress it to make it all visible . in any case , keep the original bit	image	file . it represent all of the available picture information , and no surplus information . remember that any compress or expand version of a bit image will contain distortion of the original , however , intelligent the algorithm use .	None
1911	image	1	in any case , keep the original bit	image	file . it represent all of the available picture information , and no surplus information . remember that any compress or expand version of a bit image will contain distortion of the original , however , intelligent the algorithm use . example of bit image file format be :	None
1912	image	1	it represent all of the available picture information , and no surplus information . remember that any compress or expand version of a bit	image	will contain distortion of the original , however , intelligent the algorithm use . example of bit image file format be : paintbrush/frieze pcx format : paintbrush be a screen draw programme from zsoft , and frieze be a terminate - stay - resident utility which can be use by other application to capture a screen to a .	None
1913	image	1	pcx file . i can find frieze invaluable for captur graphical output from number crunch software . the pcx format starts with a 128 byte header give various general detail , include bits/pixel , the number of bit plane , and the size of the	image	in pixel . this be follow by the binary pixel data , compress with bit orient run length limitation code ( see box ) .	None
1914	image	1	bit	image	( img ) format : this be use by the gem system . the head information include the physical size of each pixel , in micron , thus link the image firmly to it original representation . the binary pixel information be compress by rll coding which can define repetition of a single bit value , or of a repeate bit pattern .	None
1915	image	1	tag	image	file format ( tiff ) ( file extension . tif . ) this be develop by the aldus corporation and microsoft particularly for image obtain from scann device , and be widely use in desk top publishe . it be support by many scanner manufacturer , and can in some case be produce from fax . it be also support by a number of screen base graphics application .	None
1916	image	1	it be support by many scanner manufacturer , and can in some case be produce from fax . it be also support by a number of screen base graphics application . the format have a tree like structure which provide very flexibility than many bit	image	file , and a powerful range of alternative compression method . other bit image format be gif , which use lzw compression and be widely use for clip art ; pic , which be use by the halo screen art programme ; and cut , which use the enhanced small disk drive rll compression algorithm . colou and dither	None
1917	image	1	it be also support by a number of screen base graphics application . the format have a tree like structure which provide very flexibility than many bit	image	file , and a powerful range of alternative compression method . other bit image format be gif , which use lzw compression and be widely use for clip art ; pic , which be use by the halo screen art programme ; and cut , which use the enhanced small disk drive rll compression algorithm . colou and dither like video ram much graphics file support colour by , in effect , index into a look up table .	None
1918	image	1	like video rbe much graphics file support colour by , in effect , index into a look up table . if a draw description file refer to colour 1 , the actual colour will be whatever colour 1 be set to . similarly , if a 16 colour bit	image	file format refer to re , green , blue and intensity plane , this will only be true of the default palette setting . however , it be quite common for graphics file to allow a colour table to be include , thus defi the palette . a 16 colour pcx file header , for example , include a 48 byte colour table .	None
1919	image	1	a 16 colour pcx file header , for example , include a 48 byte colour table . each colour be define by 3 byte , one for each of the primary additive colour , red , green and blue . many printer be monochrome , but the often have a high resolution than bit	image	date . thus they can convert colou to a grey scale by a process call dither . although each printer pixel can normally be only black or white , a grey scale can be produce by vary the proportion of black to white dot .	None
1920	image	1	they need to be . the modern printer be normal a bit - map device with a wide range of facility . before print a page , the printer 's processor assemble a complete bit map	image	into it memory . like other graphics , font can be descri in a high level manner , or as bit map image . that store in high level form be call outline or stroked font , and scale much very gracefully than bit image font , particularly to large size .	None
1921	image	1	before print a page , the printer 's processor assemble a complete bit map	image	into it memory . like other graphics , font can be descri in a high level manner , or as bit map image . that store in high level form be call outline or stroked font , and scale much very gracefully than bit image font , particularly to large size . a pixel addressable printer can obviously reproduce a bit map image , and page description format have develop to allow this . a special escape sequence define a rectangular area of the page and then introduce a block of pixel data , very similar in principle to a bit image file .	None
1922	image	1	like other graphics , font can be descri in a high level manner , or as bit map	image	s . that store in high level form be call outline or stroked font , and scale much very gracefully than bit image font , particularly to large size . a pixel addressable printer can obviously reproduce a bit map image , and page description format have develop to allow this . a special escape sequence define a rectangular area of the page and then introduce a block of pixel data , very similar in principle to a bit image file . the pixel data may be in 8 - bit binary word , but it be common for they to be 7 - bit binary word , to preserve the capability of 7 - bit transmission or code as ascii hex character , ie . , 09 and a - f , thus also preserve printability .	None
1923	image	1	that store in high level form be call outline or stroked font , and scale much very gracefully than bit	image	font , particularly to large size . a pixel addressable printer can obviously reproduce a bit map image , and page description format have develop to allow this . a special escape sequence define a rectangular area of the page and then introduce a block of pixel data , very similar in principle to a bit image file . the pixel data may be in 8 - bit binary word , but it be common for they to be 7 - bit binary word , to preserve the capability of 7 - bit transmission or code as ascii hex character , ie . , 09 and a - f , thus also preserve printability . such a bit image block be not normally compress , and anyone use graphics in a document be familiar with the time it take to load the printer .	None
1924	image	1	a special escape sequence define a rectangular area of the page and then introduce a block of pixel data , very similar in principle to a bit	image	file . the pixel data may be in 8 - bit binary word , but it be common for they to be 7 - bit binary word , to preserve the capability of 7 - bit transmission or code as ascii hex character , ie . , 09 and a - f , thus also preserve printability . such a bit image block be not normally compress , and anyone use graphics in a document be familiar with the time it take to load the printer . a similar process can be use to download soft font , which mean that a bit map printer can be program to handle any font , include font design by the user . the flexibility of such printer make desk top publish possible , and can also internationalise computer printout with non latin font , such as japanis character .	None
1925	image	1	when wide bandwidth networke become available , the ability to move graphical information quickly around a network bring the cental multi user processor concept into the wimp era , and this have require clearly define standard for the graphical user interface ( gu i ) . one such standard be the x window system , develop by an industry collaboration group and the massachusett institute of technology . it be large base on the bit	image	approach , and assume a resolution of around 100 pixel per inch , which could become a limitation in the future . however , x be very widely support , and be associate with the unix operat system and the move to open standard in the it industry . a competitor to x be sun microsystem 's network extensible window system ( new ) which in some way be technicalsuperior .	None
1926	image	3	eagleton 's althusserian phase of the mid - 1970 be strongly attack by a marxist academic , kiernan ryan , who have since take issue with another marxist , alan sinfield , on the extent to which the great literary works of the past can transcend the reactionary ideology that produce they . sinfield believe that they be often irredeemable taint by ideology , at good to be read only in historical term , or subject to symptomatic reading , seek the fracture and fissure in the mystify surface of the text that show the true ideological condition in which it be produce . against this , ryan advance the humanistic belief that the major canonical text be not inherently reactionary , and that they contain implicit	image	s and model of human freedom which transcend they immediate historical context and which late reader can respond to . this be an interesting eclectic argument which recall gadamer on the fusion of horizon ( the reader 's and the text 's ) , marcuse on the utopian possibility of high culture , and sartre on the necessarily progressive implication of major literature . ryan represent a kind of marxism that non - marxist might do business with , in the sense that one can make a rational engagement with it .	None
1927	image	2	the real problem be that the writer of such text may make political difficulty within a department , or teach in way difficult for student to understand . again , english departments can be unhelpful about participat in scheme for train academics how to teach , claim that teach literature be less easy define and methodologize than teaching engineere or economic . at a time when a good public	image	be essential for university , english be unable to explain it in way immediately intelligible to the outsider , be notoriously riven with doubt and disagreement that prevent it from have a share sense of purpose , and may at interval erupt into crise that attract the wrong sort of publicity . it be time , it be think , for english to organize it in way that make it very like a proper academic discipline , with clear procedure and goal . the adjacent social science provide the model for a genuine professionalism and accountability .	None
1928	image	2	it still seem to i that the act critics of poesy be for the much part incapable of look for much than one thing at a time , have get start about 1913 ( i mean a few of em get start about 1913 and a lot have start since ) to look for a certain plainness and directness of speech and simple order of word ; and have about 1918 got start look for mr eliot 's rather much fragile system ( a system excellent for mr eliot but not very much use to any one else ) , they now limit they criticism to inquire whether or no verse conform to one or other of this manner , thereby often omitt to notice fundamental , or quality as important as verbal directness and even very important than snap . the meaning of snap in relation to eliot 's rather very fragile system be at this date , i suppose , irrecoverable ; but the general drift of this remark be clear . and this be not the only place in the exile where pound show he restive inside the	image	of he that have be buil up among initiate by he propaganda of fifteen year before , when he have take over imagism and champion ford madox ford 's idea about a diction for poetry that should be plain and direct . at the end of this same issue of the exile there appear from pound a page heade desideria : quite simply : i want a new civilization .	None
1929	image	5	it be not a lack of the amorous , perhaps , so much as it be a completely different sense of the amorous to that which post - christian man contain , to that which the like of duncan , say , or i may feel . of the like of bill w . i be strike by the	image	of fire in paterson . maybe fire be the opposite principle to light , and come to the use of that who do not go the way of light . fire have to consume to give off it light .	None
1930	image	5	ezra provide i with a standard ; and gingere i into an attempt to train towards it . certainly it be the pound of the london year , who have profit from ford madox ford 's pronouncement on diction , that phyllis bottome must have have in mind when she wrote : the concrete	image	, unruffle by an adjective , be a thing ezra would willing have dy for . rhetoric be a thing he would gladly have murder ; and he have already carry out he theory of honest think at the expense of considerable financial and perhaps emotional sacrifice . he passionate and austere sincerity act like a torch upon the young intellectual of he day .	None
1931	image	2	in fact the original eighteen poems of the hardy sequence , ( in the collect poems of 1919 , he damagingly extend it by three extra piece ) tell a story of the poet 's pilgr	image	to he and emma 's early haunt , match the stage of the journey there and back to specific stage of aenea 's journey , in aeneid 6 , to the abode of the blest . it thus represent , on the part of the supposedly non - modernist hardy , a stratagem often take to be definitively modernist : the use of an ancient fable to structure and resonate with a twenty - century narrative , as the odyssey structure and resonate with james joyce 's ulysses . yet so firmly established be the image of hardy as a rustic provincial that virgil rate not a single entry in the index to j.o . bailey 's 700 - page poetry of thomas hardy , a handbook and commentary , ( university of north carolina , chapel hill , 1970 ) . hardy undoubted read virgil in the original ; yet we know that long before he teach he latin he remarkable mother give he ( on he eighth birthday ) a copy of dryden 's translation of the aeneid .	None
1932	image	2	he mock of he opponent , lord home , serve not only to challenge the competence of the establishment but equally to advertise the superior competence of harold wilson . wilson say it all when he say after half a century of democratic advance , the whole process have ground to a halt with a fourteenth earl . he tag the tory with a grouse moor	image	and mock home for he matchbox economic . he use language , the politician 's only weapon , to build a momentum for change sufficient to carry labou to power on a modernise platform . here in brighton this week ream of revisionism be be pul through the decision - make process of the labour party conference , load of ideological lumber jettison as labou endeavwe to meet the challenge and make the change .	None
1933	image	3	by the end of this week we shall know what the labour party no long stand for , such as unilateral nuclear disarmament and full - scale nationalisation ; but what , in essence , do it stand for if it do not exist , would anyone trouble to invent it at a time when , from the atlantic to the ural , socialism in all it manifestation be lose the argument to liberal capitalism for we should not become too carry away by labour 's change face and tone of voice , nor too dazzle by the peter mandelson	image	- conjur . the party may have put on a collar and tie but it be still the labour party , prone to it old reflex ( as it remind we yesterday on defence spend ) , prisoner still of it anachronistic structure , it mind set in 100 year of work - class history . listen to the first day 's proceeding , i find i not transport into the future so much as revisite the past .	None
1934	image	2	the report say mr zappala 's experience along with he civic activity make he an ideal candidate for the us embassy . spaniards and many diplomat may think otherwise . gentl salute president fw de klerk 's government be very keen to present a modern progressive	image	, to dispel any nagge doubt the rest of the world may harbou about what a deep repulsive ideology aparthey really be . in line with this cosmetic policy , out go the sjambok , the rhino - hide whip use by police . as another step in this direction , the south african ari be to down it salute from the exist bellicose method of raise the entire arm above the shoulder .	None
